,name,metacritic_review_count,metacritic_review_score,user_review_count,user_review_score,developer,publisher,platforms,genres,esrb,must_play
5499,Transformers (2004),Based on 51 Critic Reviews,75,Based on 31 User Ratings,7.7,Developer:           Melbourne House,Publisher: Atari SA,['PlayStation 2'],['Third Person Shooter'],Rated T                           for Teen,0
5500,Need for Speed: Hot Pursuit Remastered,Based on 36 Critic Reviews,75,Based on 193 User Ratings,5.9,Developer:           Criterion Games,Publisher: Electronic Arts,"['PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'Xbox Series X']",['Auto Racing'],Rated E +10                           for Everyone +10,0
5501,Showgunners,Based on 20 Critic Reviews,75,Based on 31 User Ratings,8.5,Developer:           Artificer,Publisher: Good Shepherd Entertainment,['PC'],['Turn-Based Tactics'],,0
5502,Metal Gear Acid,Based on 45 Critic Reviews,75,Based on 46 User Ratings,7.5,Developer:           Konami,Publisher: Konami,['PSP'],['Card Battle'],Rated M                           for Mature,0
5503,In Sound Mind,Based on 18 Critic Reviews,75,Based on 92 User Ratings,8.1,Developer:           We Create Stuff,Publisher: Modus Games,"['PC', 'PlayStation 5', 'Xbox Series X', 'Nintendo Switch']",['Survival'],Rated T                           for Teen,0
5504,The Dishwasher: Dead Samurai,Based on 24 Critic Reviews,75,Based on 9 User Ratings,5.6,Developer:           Ska Studios,Publisher: Microsoft Game Studios,['Xbox 360'],"[""2D Beat-'Em-Up""]",Rated M                           for Mature,0
5505,Trinity Fusion,Based on 12 Critic Reviews,75,Based on 13 User Ratings,6.8,Developer:           Angry Mob Games,Publisher: Angry Mob Games,"['PC', 'Xbox One', 'Xbox Series X', 'PlayStation 5', 'PlayStation 4', 'Nintendo Switch']",['Metroidvania'],Rated T                           for Teen,0
5506,Master of Magic Remake,Based on 7 Critic Reviews,75,Based on 8 User Ratings,7.0,Developer:           MuHa Games,Publisher: Slitherine,['PC'],['Turn-Based Tactics'],,0
5507,Final Fantasy Crystal Chronicles: Echoes of Time,Based on 37 Critic Reviews,75,Based on 24 User Ratings,7.3,Developer:           Square Enix,Publisher: Square Enix,"['DS', 'Wii']",['Action RPG'],Rated E +10                           for Everyone +10,0
5508,The Next Big Thing,Based on 30 Critic Reviews,75,Based on 52 User Ratings,7.4,Developer:           Pendulo Studios,Publisher: Focus Home Interactive,['PC'],['Adventure'],Rated E +10                           for Everyone +10,0
5509,Sam & Max: The Devil's Playhouse - Episode 3: They Stole Max's Brain!,Based on 23 Critic Reviews,75,Based on 19 User Ratings,7.6,Developer:           Telltale Games,Publisher: Telltale Games,"['PC', 'PlayStation 3']",['Third-Person Adventure'],Rated E +10                           for Everyone +10,0
5510,echoshift,Based on 29 Critic Reviews,75,Based on 14 User Ratings,7.6,Developer:           SCEJ                  Artoon,Publisher: SCEA,"['PSP', 'PlayStation 5', 'PlayStation 4']",['Action Puzzle'],Rated E                           for Everyone,0
5511,The Bard's Tale,Based on 50 Critic Reviews,75,Based on 11 User Ratings,7.1,Developer:           InXile Entertainment,Publisher: InXile Entertainment,"['PC', 'Xbox', 'PlayStation 2', 'iOS (iPhone/iPad)']",['Western RPG'],Rated T                           for Teen,0
5512,Chibi-Robo,Based on 46 Critic Reviews,75,Based on 47 User Ratings,8.7,Developer:           Skip Ltd.,Publisher: Nintendo,"['Wii', 'GameCube']",['Action Adventure'],Rated E +10                           for Everyone +10,0
5513,The Wolf Among Us: Episode 4 - In Sheep's Clothing,Based on 29 Critic Reviews,75,Based on 201 User Ratings,8.2,Developer:           Telltale Games,Publisher: Telltale Games,"['PC', 'PlayStation 3', 'Xbox 360', 'iOS (iPhone/iPad)']",['Point-and-Click'],Rated M                           for Mature,0
5514,Shadow of Rome,Based on 52 Critic Reviews,75,Based on 90 User Ratings,8.5,Developer:           Capcom,Publisher: Capcom,['PlayStation 2'],['Action Adventure'],Rated M                           for Mature,0
5515,Green Day: Rock Band,Based on 54 Critic Reviews,75,Based on 12 User Ratings,8.0,Developer:           Harmonix Music Systems                  Demiurge Studios,Publisher: MTV Games,"['Xbox 360', 'PlayStation 3', 'Wii']",['Rhythm'],Rated T                           for Teen,0
5516,Smash T.V.,Based on 15 Critic Reviews,75,Based on 12 User Ratings,8.2,Developer:           Digital Eclipse,Publisher: Midway,['Xbox 360'],"[""Top-Down Shoot-'Em-Up""]",Rated T                           for Teen,0
5517,escapeVektor,Based on 12 Critic Reviews,75,Based on 8 User Ratings,7.6,Developer:           Nnooo,Publisher: Nnooo,"['3DS', 'PlayStation Vita']",['Action Puzzle'],Rated E                           for Everyone,0
5518,The Dark Eye: Chains of Satinav,Based on 24 Critic Reviews,75,Based on 150 User Ratings,7.5,Developer:           Daedalic Entertainment,Publisher: Deep Silver,"['PC', 'Nintendo Switch', 'Xbox One', 'PlayStation 4', 'Xbox Series X']",['Point-and-Click'],,0
5519,Vesper (2021),Based on 10 Critic Reviews,75,Based on 15 User Ratings,7.3,Developer:           Cordens Interactive,Publisher: Deck 13,['PC'],['2D Platformer'],,0
5520,Ode,Based on 20 Critic Reviews,75,Based on 12 User Ratings,6.7,Developer:           Ubisoft Reflections,Publisher: Ubisoft,['PC'],['3D Platformer'],,0
5521,Game of Thrones: Episode One - Iron From Ice,Based on 44 Critic Reviews,75,Based on 306 User Ratings,7.4,Developer:           Telltale Games,Publisher: Telltale Games,"['Xbox One', 'PlayStation 4', 'PC', 'PlayStation 3', 'Xbox 360', 'iOS (iPhone/iPad)']",['Point-and-Click'],Rated M                           for Mature,0
5522,Age of Empires III: Definitive Edition,Based on 48 Critic Reviews,75,Based on 180 User Ratings,7.1,Developer:           Tantalus,Publisher: Xbox Game Studios,['PC'],['Command RTS'],Rated T                           for Teen,0
5523,Metrico+,Based on 8 Critic Reviews,75,,tbd,Developer:           Digital Dreams,Publisher: Digital Dreams,"['PlayStation 4', 'PC', 'Xbox One']",['Action Puzzle'],Rated E                           for Everyone,0
5524,NBA Street Showdown,Based on 25 Critic Reviews,75,Based on 9 User Ratings,5.7,Developer:           EA Canada,Publisher: EA Sports Big,['PSP'],['Basketball'],Rated E                           for Everyone,0
5525,A Vampyre Story,Based on 33 Critic Reviews,75,Based on 13 User Ratings,7.7,Developer:           Autumn Moon,Publisher: Crimson Cow,['PC'],['Point-and-Click'],Rated T                           for Teen,0
5526,Assassin's Creed: Brotherhood - The Da Vinci Disappearance,Based on 13 Critic Reviews,75,Based on 41 User Ratings,7.8,Developer:           Ubisoft Montreal,Publisher: Ubisoft,"['PlayStation 3', 'Xbox 360']",['Open-World Action'],Rated M                           for Mature,0
5527,Dead Nation: Road of Devastation,Based on 10 Critic Reviews,75,Based on 18 User Ratings,7.0,Developer:           Housemarque,Publisher: SCEA,"['PlayStation 3', 'PlayStation Vita']","[""Top-Down Shoot-'Em-Up""]",Rated M                           for Mature,0
5528,Hidden & Dangerous 2,Based on 26 Critic Reviews,75,Based on 56 User Ratings,8.5,Developer:           Illusion Softworks,Publisher: Gathering,['PC'],['Tactical FPS'],Rated M                           for Mature,0
5529,Dynasty Warriors 2,Based on 17 Critic Reviews,75,Based on 33 User Ratings,8.1,Developer:           Omega Force,Publisher: Koei,['PlayStation 2'],"[""3D Beat-'Em-Up""]",Rated T                           for Teen,0
5530,Airfix Dogfighter,Based on 7 Critic Reviews,75,Based on 36 User Ratings,8.0,Developer:           Paradox Interactive,Publisher: EON Digital Entertainment,['PC'],['Aircraft Combat Sim'],Rated E                           for Everyone,0
5531,Dungeons 3,Based on 17 Critic Reviews,75,Based on 91 User Ratings,7.5,Developer:           Realmforge Studios,Publisher: Kalypso,"['PC', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']",['Strategy'],Rated T                           for Teen,0
5532,X-Men: Mutant Academy,Based on 18 Critic Reviews,75,Based on 18 User Ratings,7.3,Developer:           Paradox Development,Publisher: Activision,"['Nintendo 64', 'PlayStation']",['2D Fighting'],Rated T                           for Teen,0
5533,Dragon Ball: Advanced Adventure,Based on 7 Critic Reviews,75,Based on 44 User Ratings,8.5,Developer:           Dimps Corporation,Publisher: Atari SA,['Game Boy Advance'],"[""2D Beat-'Em-Up""]",Rated E +10                           for Everyone +10,0
5534,Mortal Kombat: Tournament Edition,Based on 14 Critic Reviews,75,Based on 7 User Ratings,8.1,Developer:           Criterion Games,Publisher: Midway,['Game Boy Advance'],['2D Fighting'],Rated M                           for Mature,0
5535,Layers of Fear,Based on 30 Critic Reviews,75,Based on 58 User Ratings,6.5,Developer:           Bloober Team,Publisher: Bloober Team,"['PC', 'Xbox Series X', 'PlayStation 5']",['Survival'],Rated M                           for Mature,0
5536,Shovel Knight Showdown,Based on 18 Critic Reviews,75,Based on 11 User Ratings,7.6,Developer:           Yacht Club Games,Publisher: Yacht Club Games,"['PC', 'Nintendo Switch']",['2D Platformer'],Rated E +10                           for Everyone +10,0
5537,NightSky,Based on 14 Critic Reviews,75,Based on 22 User Ratings,7.8,Developer:           Nicalis,Publisher: Nicalis,"['Wii', 'PC', '3DS', 'iOS (iPhone/iPad)']",['Action Puzzle'],Rated E                           for Everyone,0
5538,Harmony: The Fall of Reverie,Based on 33 Critic Reviews,75,Based on 19 User Ratings,6.4,Developer:           DONTNOD Entertainment,Publisher: DONTNOD Entertainment,"['Nintendo Switch', 'Xbox Series X', 'PC', 'PlayStation 5']",['Visual Novel'],,0
5539,"Warhammer 40,000: Boltgun",Based on 49 Critic Reviews,75,Based on 124 User Ratings,7.6,Developer:           Auroch Digital,Publisher: Focus Entertainment,"['PlayStation 5', 'Xbox Series X', 'PC', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']",['FPS'],Rated M                           for Mature,0
5540,No More Heroes III,Based on 105 Critic Reviews,75,Based on 235 User Ratings,8.0,Developer:           Grasshopper Manufacture,Publisher: Marvelous Entertainment,"['Nintendo Switch', 'PlayStation 5', 'PC', 'Xbox Series X', 'PlayStation 4', 'Xbox One']",['Open-World Action'],Rated M                           for Mature,0
5541,Mr. Run and Jump,Based on 9 Critic Reviews,75,,tbd,Developer:           Graphite Lab,Publisher: Atari,"['PlayStation 5', 'Xbox Series X', 'PC', 'Nintendo Switch', 'PlayStation 4', 'Xbox One']",['2D Platformer'],Rated E                           for Everyone,0
5542,The Evil Within: The Consequence,Based on 11 Critic Reviews,75,Based on 149 User Ratings,8.2,Developer:           Tango Gameworks,Publisher: Bethesda Softworks,"['PlayStation 4', 'Xbox One', 'Xbox 360', 'PlayStation 3', 'PC']",['Survival'],,0
5543,Super Princess Peach,Based on 48 Critic Reviews,75,Based on 80 User Ratings,7.9,Developer:           TOSE,Publisher: Nintendo,['DS'],['2D Platformer'],Rated E                           for Everyone,0
5544,Hakuoki: Memories of the Shinsengumi,Based on 12 Critic Reviews,75,Based on 20 User Ratings,7.8,Developer:           Idea Factory,Publisher: Aksys Games,['3DS'],['Visual Novel'],Rated M                           for Mature,0
5545,A Total War Saga: TROY,Based on 53 Critic Reviews,75,Based on 290 User Ratings,5.9,Developer:           Creative Assembly,Publisher: Sega,['PC'],['Real-Time Strategy'],Rated T                           for Teen,0
5546,Stella Deus: The Gate of Eternity,Based on 31 Critic Reviews,75,Based on 26 User Ratings,8.3,Developer:           Pinegrow,Publisher: Atlus,['PlayStation 2'],['Turn-Based Tactics'],Rated T                           for Teen,0
5547,The King of Fighters XI,Based on 30 Critic Reviews,75,Based on 26 User Ratings,8.5,Developer:           SNK Playmore,Publisher: SNK Playmore,['PlayStation 2'],['2D Fighting'],Rated T                           for Teen,0
5548,Beatbuddy: Tale of the Guardians,Based on 20 Critic Reviews,75,Based on 41 User Ratings,7.3,Developer:           Threaks,Publisher: Reverb,"['iOS (iPhone/iPad)', 'PC', 'Wii U', 'Xbox One', 'Nintendo Switch']",['Rhythm'],,0
5549,Shakedown Hawaii,Based on 13 Critic Reviews,75,Based on 55 User Ratings,7.3,Developer:           Vblank Entertainment Inc.,Publisher: Vblank Entertainment Inc.,"['3DS', 'PlayStation 4', 'PlayStation Vita', 'PC', 'Nintendo Switch', 'Wii U', 'Wii', 'PlayStation 3', 'PlayStation 5']",['Open-World Action'],Rated T                           for Teen,0
5550,Chroma Squad,Based on 21 Critic Reviews,75,Based on 122 User Ratings,7.8,Developer:           Behold Studios,Publisher: Behold Studios,"['PlayStation Vita', 'PlayStation 4', 'PlayStation 3', 'PC', 'iOS (iPhone/iPad)', 'Xbox One', 'Nintendo Switch']",['Turn-Based Tactics'],,0
5551,Echo Generation,Based on 15 Critic Reviews,75,Based on 22 User Ratings,7.4,Developer:           Cococucumber,Publisher: Cococucumber,"['Xbox Series X', 'Xbox One', 'Nintendo Switch']",['JRPG'],Rated E +10                           for Everyone +10,0
5552,South of the Circle,Based on 22 Critic Reviews,75,Based on 31 User Ratings,5.7,Developer:           State of Play Games,Publisher: 11 bit studios,"['iOS (iPhone/iPad)', 'Nintendo Switch', 'PC', 'Xbox One', 'Xbox Series X', 'PlayStation 5', 'PlayStation 4']",['Adventure'],,0
5553,Bit.Trip Fate,Based on 14 Critic Reviews,75,Based on 10 User Ratings,8.2,Developer:           Gaijin Games,Publisher: Aksys Games,"['Wii', 'PC', 'Nintendo Switch']",['Rhythm'],Rated E                           for Everyone,0
5554,Marvel's Spider-Man: Silver Lining,Based on 20 Critic Reviews,75,Based on 153 User Ratings,7.1,Developer:           Insomniac Games,Publisher: Sony Interactive Entertainment,['PlayStation 4'],['Open-World Action'],Rated T                           for Teen,0
5555,Double Dragon Advance,Based on 21 Critic Reviews,75,Based on 12 User Ratings,7.4,Developer:           Million,Publisher: Atlus,"['Game Boy Advance', 'PC', 'PlayStation 4', 'Xbox Series X', 'Xbox One', 'Nintendo Switch']","[""2D Beat-'Em-Up""]",Rated T                           for Teen,0
5556,Shenmue I & II,Based on 36 Critic Reviews,75,Based on 282 User Ratings,8.5,Developer:           D3T,Publisher: Sega,"['PlayStation 4', 'PC', 'Xbox One']",['Compilation'],Rated T                           for Teen,0
5557,Unmechanical: Extended Edition,Based on 14 Critic Reviews,75,Based on 41 User Ratings,6.7,Developer:           Grip Games,Publisher: Grip Games,"['PlayStation 4', 'PlayStation Vita', 'PlayStation 3', 'Xbox One']",['2D Platformer'],Rated E                           for Everyone,0
5558,Resident Evil: Revelations 2 - Episode 4: Metamorphosis,Based on 15 Critic Reviews,75,Based on 46 User Ratings,6.3,Developer:           Capcom,Publisher: Capcom,"['Xbox 360', 'Xbox One', 'PC', 'PlayStation 3', 'PlayStation 4']",['Survival'],Rated M                           for Mature,0
5559,Borderlands 3: Moxxi's Heist of the Handsome Jackpot,Based on 12 Critic Reviews,75,Based on 83 User Ratings,5.8,Developer:           Gearbox Software,Publisher: Gearbox Publishing,"['PlayStation 4', 'PC', 'Xbox One', 'Nintendo Switch']",['FPS'],Rated M                           for Mature,0
5560,Pocket Rumble,Based on 14 Critic Reviews,75,Based on 17 User Ratings,7.5,Developer:           Cardboard Robot Games,Publisher: Chucklefish,"['PC', 'Nintendo Switch']",['2D Fighting'],Rated T                           for Teen,0
5561,The Room,Based on 22 Critic Reviews,75,Based on 49 User Ratings,7.8,Developer:           Fireproof Games,Publisher: Team17,"['iOS (iPhone/iPad)', 'PC', 'Nintendo Switch']",['Adventure'],Rated E                           for Everyone,0
5562,Observation,Based on 47 Critic Reviews,75,Based on 102 User Ratings,6.4,Developer:           No Code,Publisher: Devolver Digital,"['PC', 'PlayStation 4', 'Xbox One']",['Adventure'],Rated M                           for Mature,0
5563,Cupid Parasite: Sweet and Spicy Darling,Based on 8 Critic Reviews,75,,tbd,Developer:           Otomate,Publisher: Idea Factory,['Nintendo Switch'],['Visual Novel'],Rated T                           for Teen,0
5564,Doraemon: Story of Seasons,Based on 24 Critic Reviews,75,Based on 49 User Ratings,7.6,Developer:           Brownies,Publisher: Bandai Namco Games,"['Nintendo Switch', 'PC', 'PlayStation 4']",['Tycoon'],Rated E                           for Everyone,0
5565,Symphony (2012),Based on 13 Critic Reviews,75,Based on 54 User Ratings,7.6,Developer:           Empty Clip Studios,Publisher: Empty Clip Studios,['PC'],['Miscellaneous'],,0
